NUM:   4 FUNIL-GRANDE          Penal: 0          0
2025  0.24  0.24  0.24  0.24  0.38  0.53  0.61  0.65  0.31  0.35  0.25  0.25
NUM: 310 DARDANELOS            Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021 21.17 21.17 21.17 21.17 21.18 21.18 21.18 21.18 21.18 21.18 21.18 21.18
2022 21.18 21.18 21.18 21.18 21.18 21.19 21.19 21.19 21.19 21.19 21.18 21.18
2023 21.18 21.18 21.18 21.18 21.19 21.19 21.19 21.19 21.19 21.19 21.19 21.19
2024 21.19 21.19 21.19 21.19 21.19  21.2  21.2  21.2  21.2  21.2 21.19  21.2
2025 21.19 21.19 21.19 21.19  21.2  21.2  21.2  21.2  21.2  21.2  21.2  21.2
NUM: 311 CACU                  Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  0.37  0.37  0.42   0.4  0.53  0.79  0.87  0.81  0.62  0.48  0.38  0.37
2022  0.37  0.37  0.42   0.4  0.53   0.8  0.88  0.83  0.63  0.49  0.38  0.37
2023  0.37  0.37  0.43   0.4  0.54  0.81   0.9  0.84  0.64  0.49  0.39  0.37
2024  0.37  0.37  0.43   0.4  0.54  0.82  0.91  0.85  0.65   0.5  0.39  0.37
2025  0.37  0.37  0.43  0.41  0.55  0.84  0.93  0.87  0.65   0.5  0.39  0.37
NUM: 312 B. COQUEIROS          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  0.02  0.02  0.02  0.02  0.02  0.02  0.02  0.02  0.02  0.02  0.02  0.02
2022  0.02  0.02  0.02  0.02  0.02  0.02  0.02  0.02  0.03  0.02  0.02  0.02
2023  0.02  0.02  0.02  0.02  0.02  0.02  0.02  0.03  0.03  0.02  0.02  0.02
2024  0.02  0.02  0.02  0.02  0.02  0.02  0.03  0.03  0.03  0.02  0.02  0.02
2025  0.02  0.02  0.02  0.02  0.02  0.02  0.03  0.03  0.03  0.02  0.02  0.02
NUM: 315 FOZ R. CLARO          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  0.05  0.04  0.04  0.05  0.05  0.06  0.06  0.06  0.06  0.05  0.06  0.04
2022  0.05  0.04  0.04  0.05  0.05  0.06  0.06  0.06  0.06  0.05  0.06  0.04
2023  0.05  0.05  0.04  0.05  0.05  0.06  0.06  0.06  0.06  0.05  0.06  0.04
2024  0.05  0.05  0.04  0.05  0.05  0.06  0.07  0.06  0.06  0.05  0.06  0.04
2025  0.05  0.05  0.05  0.05  0.06  0.06  0.07  0.06  0.06  0.05  0.06  0.04
NUM: 117 GUARAPIRANGA          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021 10.29 10.29 10.29  10.3 10.29 10.31 10.31 10.31  10.3 10.29 10.31  10.3
2022 10.29 10.29  10.3 10.31  10.3 10.32 10.32 10.31 10.31  10.3 10.32  10.3
2023  10.3  10.3  10.3 10.32  10.3 10.32 10.32 10.32 10.31 10.31 10.33 10.31
2024 10.31 10.31 10.31 10.32 10.31 10.33 10.33 10.33 10.32 10.31 10.33 10.31
2025 10.31 10.31 10.31 10.33 10.32 10.33 10.34 10.33 10.32 10.32 10.34 10.32
NUM: 118 BILLINGS              Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  5.81  5.82  5.83  5.87  5.84  5.93  5.92  5.92  5.85  5.85  5.97  5.87
2022  5.86  5.86  5.87  5.92  5.87  5.96  5.96  5.96   5.9   5.9  6.02  5.91
2023  5.91  5.91  5.91  5.96  5.92  6.01     6  6.01  5.95  5.94  6.06  5.97
2024  5.95  5.96  5.97  6.01  5.97  6.06  6.05  6.06  5.99  5.99   6.1     6
2025     6     6     6  6.05  6.01   6.1  6.09   6.1  6.04  6.04  6.15  6.05
NUM: 120 JAGUARI               Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021   0.3   0.3   0.3   0.4   0.3   0.4   0.4   0.4   0.4   0.3   0.3   0.3
2022   0.3   0.3   0.3   0.4   0.3   0.4   0.4   0.4   0.4   0.3   0.3   0.3
2023   0.3   0.3   0.3   0.4   0.3   0.4   0.4   0.4   0.4   0.3   0.3   0.3
2024   0.3   0.3   0.3   0.4   0.3   0.4   0.4   0.4   0.4   0.3   0.3   0.3
2025   0.3   0.3   0.3   0.4   0.3   0.4   0.4   0.4   0.4   0.3   0.3   0.3
NUM: 121 PARAIBUNA             Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
